CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,CrimeHead,CrimeSubHead,PoliceStation,PoliceStationType,District,Court,EmployeeID,Officer,OfficerRank,OfficerDesignation,Status,CaseCategory,Gravity,AccusedCount,AccusedNames,VictimCount,VictimNames,Complainant,ArrestCount,ChargesheetCount,LatestChargesheetDate,ChargesheetStatus,Acts,Sections,InfoReceivedPSDate,IncidentFromDate,IncidentToDate,Latitude,Longitude,BriefFacts
719,1.0001e+17,202600020,2026-05-26,Crimes Against Property,Burglary/House-breaking,Mathikere Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,183,Teerth,Head Constable,Crime Branch Officer,Under Investigation,FIR,Non-Heinous,1,Amara Patil,0,,Ladli Chacko,1,0,,Pending,BNS,Dacoity,2026-05-26 08:00:00,2026-05-25 18:00:00,2026-05-25 23:00:00,12.971924,77.509392,Repellendus eligendi quasi illo quisquam sit aperiam corrupti ipsum atque ab impedit assumenda unde rerum ad.
720,1.0001e+17,202600009,2026-01-26,Traffic & Motor Vehicle Offences,Rash Driving,Adugodi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,389,Dominic,Police Constable,Beat Constable,Disposed by Court,FIR,Non-Heinous,0,,0,,Alexander Raju; Gaurika Kapoor,0,1,2026-04-12,Filed,MV Act,Driving without Insurance; Duty in Accident Cases,2026-01-24 11:00:00,2026-01-24 05:00:00,2026-01-24 10:00:00,13.023609,77.600915,A error beatae esse sunt quam nesciunt commodi rem laudantium est atque id magni expedita.
721,1.0001e+17,202600016,2026-01-10,Traffic & Motor Vehicle Offences,Vehicle Theft,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,485,Rudra,Head Constable,Station House Officer (SHO),Under Investigation,FIR,Non-Heinous,1,Ranbir Krishnan,3,Timothy Dani; Udarsh Lata; Eshana Sehgal,Upma Varughese; Wishi Narang,1,0,,Pending,MV Act,Dangerous Driving,2026-01-07 07:00:00,2026-01-07 06:00:00,2026-01-07 07:00:00,13.076245,77.657036,Nostrum quasi quam consequatur aliquam eligendi minus et earum quibusdam consectetur deserunt iusto autem repudiandae non temporibus.
722,1.0001e+17,202600021,2026-03-08,Crimes Against Body,Kidnapping,Kamakshipalya Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,113,Ayush,Police Constable,Station House Officer (SHO),Under Investigation,FIR,Non-Heinous,1,Darsh Borah,1,Hritik Chanda,Ira Ghosh,0,0,,Pending,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-03-07 16:00:00,2026-03-06 23:00:00,2026-03-07 04:00:00,13.075508,77.575591,Ullam enim laboriosam similique laborum veritatis hic soluta iure laboriosam iste nisi dolor mollitia molestiae magni animi autem.
723,1.0001e+17,202600013,2026-04-01,Narcotics & NDPS,Possession of Narcotics,Byatarayanapura Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,173,Veda,Inspector of Police,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Caleb Konda,1,Veer Oza,Anmol Bahri,0,1,2026-05-07,Filed,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-04-01 05:00:00,2026-03-31 17:00:00,2026-03-31 21:00:00,13.028733,77.732066,Voluptates iusto voluptate aperiam facilis vitae sequi ipsum at nam ad impedit quam accusamus laborum eius sequi assumenda in repellat eveniet voluptate vero.
724,1.0001e+17,202600013,2026-05-12,Crimes Against Women,Domestic Violence,Vidhana Soudha Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,216,Damyanti,Asst Sub-Inspector (ASI),Traffic Officer,Pending Trial,FIR,Heinous,0,,0,,Simon Biswas,0,0,,Pending,BNS,Assault on Woman,2026-05-10 14:00:00,2026-05-10 02:00:00,2026-05-10 03:00:00,13.0573,77.745232,Adipisci qui quis ex tenetur eligendi provident earum veritatis accusantium repudiandae aliquam rem tenetur sed iusto culpa doloribus ducimus.
725,1.0001e+17,202600017,2026-01-29,Crimes Against Public Order,Public Nuisance,Jayanagar Women PS,Women Police Station,Bangalore Urban,Court of ACMM Bengaluru,460,Rudra,Asst Sub-Inspector (ASI),Beat Constable,Closed - False Case,FIR,Non-Heinous,2,Michael Dewan; Hritik Rai,1,Manan Padmanabhan,Deepa Khanna,1,1,2026-02-27,Filed,BNS,Criminal Intimidation,2026-01-27 17:00:00,2026-01-27 05:00:00,2026-01-27 05:00:00,12.93504,77.704368,Minus eius excepturi sed doloremque tempore laudantium deserunt atque eum dolores facilis velit magnam deleniti magni labore maiores.
726,1.0001e+17,202600021,2026-05-27,Narcotics & NDPS,Illicit Liquor,Mathikere Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,188,Guneet,Sub-Inspector (SI),Investigating Officer (IO),Closed - False Case,FIR,Non-Heinous,3,Banjeet Wable; Krishna Bhardwaj; Chatresh Sundaram,2,Yahvi Wadhwa; Vinaya Pillay,Jagdish Mohan,2,1,2026-07-30,Filed,NDPS Act,Consumption of Narcotic Drug; Possession/Sale of Cannabis,2026-05-27 06:00:00,2026-05-26 21:00:00,2026-05-27 01:00:00,12.896454,77.530209,Nemo natus quis velit voluptates dolores voluptatum voluptatibus inventore a praesentium dicta aliquid magni temporibus assumenda modi sapiente molestiae ut totam.
727,1.0001e+17,202600010,2026-01-28,Crimes Against Property,Theft,Ramamurthy Nagar Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,31,Frederick,Sub-Inspector (SI),Cyber Cell Officer,Charge Sheeted,FIR,Non-Heinous,2,Nachiket Tank; Zehaan Das,0,,Caleb Raj,1,1,2026-03-15,Filed,BNS,Dacoity; Robbery,2026-01-25 16:00:00,2026-01-25 03:00:00,2026-01-25 05:00:00,12.880375,77.631818,Tempore velit quas inventore voluptatem voluptas inventore facilis sequi voluptatum reiciendis repellendus unde sit nihil corporis amet quis aperiam pariatur.
728,1.0001e+17,202600011,2026-05-26,Crimes Against Body,Murder,Malleshwaram Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,204,Frado,Police Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Wridesh Bumb,1,Janya Narayanan,Upasna Ganguly,1,1,2026-07-19,Filed,BNS,Attempt to Murder; Murder,2026-05-23 15:00:00,2026-05-23 08:00:00,2026-05-23 13:00:00,13.069897,77.539859,Quam eligendi ducimus autem repellendus dolores harum ex consectetur nobis qui doloremque laborum voluptates incidunt impedit itaque perspiciatis in quos voluptatibus alias.
729,1.0001e+17,202600009,2026-01-01,Cyber Crime,Cyberstalking,Vijayanagar Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,123,Shaurya,Police Constable,Beat Constable,Charge Sheeted,FIR,Non-Heinous,0,,2,Ekiya Agarwal; Irya Sinha,Jai Buch,0,1,2026-01-22,Filed,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2025-12-29 18:00:00,2025-12-29 16:00:00,2025-12-29 17:00:00,12.974295,77.562667,Impedit explicabo explicabo repellat architecto impedit explicabo ex placeat neque sunt quisquam quo.
730,1.0001e+17,202600015,2026-06-25,Crimes Against Women,Stalking,Girinagar Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,248,Akshay,Asst Sub-Inspector (ASI),Women's Cell Officer,Disposed by Court,FIR,Non-Heinous,0,,1,Sneha Prasad,Samar Koshy,0,1,2026-08-14,Filed,POCSO,Penetrative Sexual Assault,2026-06-22 13:00:00,2026-06-22 01:00:00,2026-06-22 07:00:00,13.009506,77.655023,Quos laborum aperiam sunt blanditiis reiciendis nihil mollitia voluptas beatae incidunt impedit adipisci culpa ut voluptas ullam tenetur tenetur quidem velit vero laboriosam commodi.
731,1.0001e+17,202600017,2026-06-04,Economic Offences,Criminal Breach of Trust,Ashok Nagar Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,346,Farhan,Police Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Rishi Varma,1,Yashodhara Loke,Michael Jayaraman,0,1,2026-08-27,Filed,BNS,Cheating; Mischief,2026-06-02 10:00:00,2026-06-01 19:00:00,2026-06-01 22:00:00,12.911671,77.452902,Nisi sunt temporibus fuga nemo vitae voluptates earum earum cum vero maxime dolorem sit suscipit eligendi neque fuga rerum velit tenetur ducimus.
732,1.0001e+17,202600022,2026-03-29,Crimes Against Public Order,Public Nuisance,Kamakshipalya Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,113,Ayush,Police Constable,Station House Officer (SHO),Charge Sheeted,FIR,Non-Heinous,1,Brijesh Sandhu,1,Chaitaly Bhatt,Manan Tak; Xavier Pandey,0,1,2026-05-22,Filed,BNS,Criminal Intimidation,2026-03-27 06:00:00,2026-03-26 19:00:00,2026-03-27 00:00:00,12.852865,77.625383,Labore rerum nemo iure fuga vero ipsum adipisci tempore voluptates quasi explicabo omnis blanditiis corrupti excepturi dolores magnam quae.
733,1.0001e+17,202600016,2026-01-30,Crimes Against Women,Domestic Violence,Banashankari Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,228,Lakshit,Police Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,2,Manbir Lad; Alexander Dutt,3,Mahika Deep; Diya Bakshi; Ronith Hans,Yoshita More,1,1,2026-03-06,Filed,POCSO,Penetrative Sexual Assault,2026-01-27 14:00:00,2026-01-27 13:00:00,2026-01-27 14:00:00,13.04529,77.455385,Cumque mollitia tenetur est explicabo ipsa odit minus molestias deserunt quibusdam quos perferendis nostrum fugiat quis dolorem aliquid illum corrupti ullam quisquam quia.
734,4.0001e+17,202600023,2026-05-27,Crimes Against Property,Criminal Trespass,Kamakshipalya Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,113,Ayush,Police Constable,Station House Officer (SHO),Undetected,PAR,Non-Heinous,0,,3,Udarsh Nanda; Yashasvi Ganesan; Vamakshi Shroff,Ganga Bora,0,0,,Pending,BNS,Burglary; Robbery; Theft,2026-05-25 14:00:00,2026-05-25 05:00:00,2026-05-25 05:00:00,12.93281,77.742038,Placeat distinctio laboriosam velit non rem odio iure amet numquam laborum fugit eos quam nihil consectetur animi doloribus corporis minus deleniti aspernatur.
735,1.0001e+17,202600014,2026-03-07,Traffic & Motor Vehicle Offences,Hit and Run,Byatarayanapura Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,174,Jhalak,Head Constable,Crime Branch Officer,Under Investigation,FIR,Non-Heinous,2,Jairaj Deo; Logan Seshadri,2,Urvi Krishnamurthy; William Gara,Ryan Jha,1,0,,Pending,MV Act,Dangerous Driving; Driving without Insurance; Duty in Accident Cases,2026-03-06 14:00:00,2026-03-06 09:00:00,2026-03-06 12:00:00,13.095215,77.677517,Eum illum sunt iste autem pariatur cupiditate soluta repudiandae soluta voluptatem fugit minima tempore earum.
736,1.0001e+17,202600017,2026-03-30,Narcotics & NDPS,Illicit Liquor,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,482,Jeevika,Police Constable,Investigating Officer (IO),Charge Sheeted,FIR,Non-Heinous,1,Rajeshri Raja,1,Jack Varkey,Gautam Iyer,1,1,2026-04-14,Filed,NDPS Act,Consumption of Narcotic Drug,2026-03-27 17:00:00,2026-03-27 06:00:00,2026-03-27 12:00:00,12.912388,77.551204,Dolorum totam odit impedit provident dicta quisquam consectetur neque officia harum.
737,1.0001e+17,202600014,2026-02-01,Traffic & Motor Vehicle Offences,Hit and Run,Vidhana Soudha Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,210,Jason,Head Constable,Cyber Cell Officer,Under Investigation,FIR,Non-Heinous,1,Gagan Kaur,1,Mohini Agarwal,Baljiwan Bajaj,0,0,,Pending,MV Act,Dangerous Driving; Driving without Insurance; Duty in Accident Cases,2026-01-31 21:00:00,2026-01-31 07:00:00,2026-01-31 11:00:00,13.000538,77.469423,Molestiae quia veniam atque esse consequuntur vitae optio illum vitae officia ipsum nam neque debitis occaecati eligendi accusantium consectetur ipsum dolorum sint.
738,1.0001e+17,202600022,2026-05-08,Crimes Against Public Order,Public Nuisance,Mathikere Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,190,Noah,Head Constable,Traffic Officer,Under Investigation,FIR,Non-Heinous,2,Gayathri Choudhary; Samesh Shenoy,0,,Agastya Jayaraman,1,0,,Pending,BNS,Criminal Intimidation,2026-05-08 10:00:00,2026-05-07 20:00:00,2026-05-08 01:00:00,12.894799,77.571496,Tempora dolor modi debitis pariatur dolorum totam reiciendis quos vel eius tenetur neque sapiente provident nam aliquam temporibus odio dignissimos libero harum velit.
739,1.0001e+17,202600010,2026-02-09,Traffic & Motor Vehicle Offences,Vehicle Theft,Vijayanagar Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,122,Anmol,Head Constable,Circle Inspector,Disposed by Court,FIR,Non-Heinous,1,Liam Chada,2,Janaki Dey; Yahvi Sangha,Jeet Bera,0,1,2026-02-28,Filed,MV Act,Dangerous Driving; Driving without Insurance; Duty in Accident Cases,2026-02-09 00:00:00,2026-02-08 16:00:00,2026-02-08 16:00:00,12.920257,77.520519,Et perferendis cum iusto laboriosam pariatur rerum cumque voluptatum dignissimos illo facere beatae veniam assumenda quasi.
740,1.0001e+17,202600011,2026-02-09,Crimes Against Public Order,Rioting,Vijayanagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,118,Banjeet,Inspector of Police,Crime Branch Officer,Under Investigation,FIR,Non-Heinous,2,Harshil Srivastava; Kevin Vaidya,2,Nathaniel Verma; Libni D’Alia,Gaurika Dasgupta,2,0,,Pending,BNS,Criminal Intimidation,2026-02-08 05:00:00,2026-02-07 16:00:00,2026-02-07 18:00:00,13.056455,77.626501,Sunt et repudiandae commodi eveniet quod provident cumque voluptas optio repellat voluptates saepe nisi et harum sequi voluptates vitae nulla et.
741,1.0001e+17,202600016,2026-02-25,Crimes Against Body,Kidnapping,City Market Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,304,Brijesh,Asst Sub-Inspector (ASI),Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,1,Abeer Ranganathan,1,Daniel Keer,Liam Suri,1,0,,Pending,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-02-25 04:00:00,2026-02-24 14:00:00,2026-02-24 18:00:00,12.950538,77.471528,Occaecati veritatis explicabo magni commodi suscipit quam nihil ratione praesentium.
742,1.0001e+17,202600005,2026-01-07,Crimes Against Body,Assault,Rajajinagar Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,126,Naksh,Police Constable,Station House Officer (SHO),Undetected,FIR,Heinous,1,Upkaar Wable,2,Megha Salvi; Logan Kohli,Girish Setty,1,0,,Pending,BNS,Murder,2026-01-05 23:00:00,2026-01-05 12:00:00,2026-01-05 16:00:00,12.9254,77.462801,Cumque aut explicabo veritatis voluptatibus voluptatibus facilis ducimus expedita ducimus iure.
743,1.0001e+17,202600011,2026-01-31,Crimes Against Women,Domestic Violence,Jnanabharathi Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,141,Chatresh,Asst Sub-Inspector (ASI),Circle Inspector,Under Investigation,FIR,Heinous,2,Pranit Pandey; Hemangini Wali,2,Nicholas Bobal; Utkarsh Edwin,Ayush Chaudhari,1,0,,Pending,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-01-30 17:00:00,2026-01-30 09:00:00,2026-01-30 13:00:00,12.910729,77.660202,Quo distinctio quaerat cumque culpa tempora eveniet unde in error atque ea incidunt porro earum saepe dolores quaerat.
744,1.0001e+17,202600014,2026-05-24,Crimes Against Women,Domestic Violence,Basavanagudi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,231,Balvan,Sub-Inspector (SI),Station House Officer (SHO),Charge Sheeted,FIR,Non-Heinous,2,Abeer Lad; Sai Saraf,1,Zinal Cheema,William Raman,2,1,2026-08-07,Filed,BNS; DP Act,Assault on Woman; Giving/Taking Dowry,2026-05-22 04:00:00,2026-05-21 19:00:00,2026-05-21 19:00:00,12.905345,77.64593,Fuga impedit reprehenderit esse sapiente voluptatem natus occaecati repellat dolor veniam doloribus aliquam vero voluptas placeat dolores eius corrupti.
745,8.0001e+17,202600013,2026-06-14,Crimes Against Property,Theft,Basavanagudi Women PS,Women Police Station,Bangalore Urban,City Civil Court Bengaluru,457,Rayaan,Police Constable,Traffic Officer,Pending Trial,Zero FIR,Non-Heinous,1,Ekansh Tandon,2,Qushi Chhabra; Samuel Pillay,Lajita Dutta; Nandini Munshi,0,0,,Pending,BNS,Burglary; Dacoity; Robbery,2026-06-11 18:00:00,2026-06-11 10:00:00,2026-06-11 13:00:00,12.926486,77.544668,Hic adipisci quo autem tenetur ab magni explicabo corporis nobis magnam temporibus accusamus quo inventore eos eveniet vel commodi ipsum quas.
746,1.0001e+17,202600017,2026-04-21,Crimes Against Property,Dacoity,Kengeri Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,133,Bhavya,Sub-Inspector (SI),Crime Branch Officer,Undetected,FIR,Non-Heinous,3,Zinal Nigam; Bahadurjit Chakraborty; Kai Ramakrishnan,1,Azaan Tata,Pallavi Parmer,1,0,,Pending,BNS,Burglary; Robbery,2026-04-20 15:00:00,2026-04-20 02:00:00,2026-04-20 04:00:00,12.933028,77.539657,Blanditiis corrupti iste hic eos saepe accusantium amet asperiores accusamus excepturi.
747,1.0001e+17,202600023,2026-04-26,Cyber Crime,Hacking,Mathikere Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,188,Guneet,Sub-Inspector (SI),Investigating Officer (IO),Pending Trial,FIR,Non-Heinous,0,,1,Aahana Kapadia,Mason Oak,0,0,,Pending,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2026-04-26 05:00:00,2026-04-26 00:00:00,2026-04-26 03:00:00,12.976887,77.686619,Magni illum asperiores magnam ipsa culpa quas dolores ducimus et nam maxime quia illum incidunt in ab.
748,1.0001e+17,202600014,2026-03-11,Traffic & Motor Vehicle Offences,Vehicle Theft,Hennur Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,450,Farhan,Police Sub-Inspector (PSI),Traffic Officer,Undetected,FIR,Non-Heinous,2,Siddharth Halder; Kiaan Ghose,1,Nidhi Tata,Daksh Hora,1,0,,Pending,MV Act,Dangerous Driving; Duty in Accident Cases,2026-03-08 16:00:00,2026-03-08 06:00:00,2026-03-08 11:00:00,13.019621,77.674481,Nesciunt quae eius eos dolorem vel ipsum itaque debitis soluta accusamus perspiciatis quis laboriosam unde maxime neque.
749,4.0001e+17,202600015,2026-01-30,Economic Offences,Cheating,Frazer Town Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,423,Vasatika,Asst Sub-Inspector (ASI),Reserve Sub-Inspector,Pending Trial,PAR,Non-Heinous,1,Rishi Barad,0,,Yash Verma,0,0,,Pending,BNS,Mischief,2026-01-30 00:00:00,2026-01-30 00:00:00,2026-01-30 00:00:00,12.963871,77.593771,Suscipit doloremque dolor sequi velit aliquid ullam labore minima ab temporibus autem recusandae illum dolores ut saepe quos consequuntur mollitia consequuntur molestias totam neque sed.
750,3.0001e+17,202600019,2026-04-30,Economic Offences,Forgery,K.G. Halli Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,416,Samesh,Police Constable,Investigating Officer (IO),Charge Sheeted,UDR,Non-Heinous,2,Pranav Natt; Rachit Mohan,1,Raagini Gole,Chakradev Rai,2,1,2026-05-18,Filed,BNS,Mischief,2026-04-30 00:00:00,2026-04-29 11:00:00,2026-04-29 13:00:00,12.86504,77.627289,Esse laboriosam quis eaque eos provident temporibus deleniti perferendis distinctio accusamus assumenda culpa voluptatum vitae cumque ipsam reiciendis recusandae tempore commodi fugiat nulla illo.
751,1.0001e+17,202600016,2026-01-18,Crimes Against Public Order,Public Nuisance,Cottonpete Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,320,Indali,Police Constable,Investigating Officer (IO),Closed - False Case,FIR,Non-Heinous,1,Agastya Pant,1,Ganga Narayan,Brijesh Bedi; Noah Ratta,0,1,2026-02-10,Filed,BNS,Criminal Intimidation,2026-01-17 22:00:00,2026-01-17 12:00:00,2026-01-17 15:00:00,12.882804,77.523008,Iure repudiandae facilis suscipit eius dolor laborum atque dolorem ad atque deleniti vero sed nemo aliquid totam.
752,1.0001e+17,202600008,2026-05-06,Crimes Against Public Order,Rioting,Sheshadripuram Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,353,Jackson,Asst Sub-Inspector (ASI),Reserve Sub-Inspector,Closed - False Case,FIR,Non-Heinous,1,Ikbal Varkey,1,Madhavi Radhakrishnan,Nakul Mahajan; Qabil Solanki,1,1,2026-07-15,Filed,BNS,Criminal Intimidation,2026-05-05 16:00:00,2026-05-05 07:00:00,2026-05-05 08:00:00,12.88716,77.635142,Aspernatur voluptate vitae sequi praesentium doloremque minus ad animi dolore totam labore.
753,1.0001e+17,202600017,2026-01-26,Crimes Against Body,Kidnapping,Indiranagar Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,42,Ekiya,Police Constable,Crime Branch Officer,Under Investigation,FIR,Heinous,1,Gavin Deol,1,Nisha Kannan,Lohit Bains,1,0,,Pending,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-01-23 20:00:00,2026-01-23 07:00:00,2026-01-23 13:00:00,12.955308,77.713097,Aut quae soluta tenetur voluptas distinctio recusandae optio perspiciatis ex iure aliquam accusantium cumque tempore perferendis totam tempora molestiae natus.
754,1.0001e+17,202600018,2026-02-14,Economic Offences,Cheating,Kalasipalya Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,340,Timothy,Deputy Superintendent of Police (DySP),Cyber Cell Officer,Undetected,FIR,Non-Heinous,1,Timothy Chana,0,,Tripti Sabharwal,0,0,,Pending,BNS,Mischief,2026-02-13 11:00:00,2026-02-12 21:00:00,2026-02-12 23:00:00,13.050301,77.738917,Unde natus magnam nisi ducimus voluptatum nihil repellendus consequuntur qui sed ex culpa.
755,1.0001e+17,202600020,2026-04-29,Crimes Against Property,Criminal Trespass,Hebbagodi Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,84,Aarush,Head Constable,Traffic Officer,Undetected,FIR,Non-Heinous,4,Jai Rana; Benjamin Badal; Liam Trivedi; Yuvraj Keer,1,Siya Sachar,Daksha Buch,3,0,,Pending,BNS,Burglary; Dacoity; Theft,2026-04-29 09:00:00,2026-04-28 20:00:00,2026-04-29 02:00:00,13.001306,77.51099,Ratione sunt rerum inventore libero doloremque distinctio optio repellat iste voluptatum vitae quae soluta harum tenetur tenetur rerum nesciunt laudantium voluptate cumque porro ipsa.
756,1.0001e+17,202600012,2026-03-20,Crimes Against Property,Robbery,Kempapura Agrahara Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,152,Vaishnavi,Asst Sub-Inspector (ASI),Crime Branch Officer,Closed - False Case,FIR,Non-Heinous,1,Baljiwan Mannan,1,Pranav Jha,Karan Grewal,0,1,2026-05-31,Filed,BNS,Burglary,2026-03-18 17:00:00,2026-03-18 00:00:00,2026-03-18 06:00:00,13.079636,77.453057,Est exercitationem natus quod culpa possimus totam excepturi delectus odio cumque cumque voluptatum fugit reprehenderit minima a molestias est corrupti consequatur.
757,3.0001e+17,202600018,2026-05-08,Crimes Against Property,Theft,Kengeri Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,136,Nidhi,Inspector of Police,Beat Constable,Pending Trial,UDR,Non-Heinous,1,Abhiram Khosla,1,Jason Kothari,Quincy Karpe,1,0,,Pending,BNS,Burglary; Dacoity; Theft,2026-05-07 04:00:00,2026-05-06 21:00:00,2026-05-07 03:00:00,12.964024,77.628599,Laudantium exercitationem quis iure a a est repellat rem ex vitae minus odit provident sint quam corrupti culpa expedita.
758,1.0001e+17,202600017,2026-06-24,Crimes Against Women,Rape,Banashankari Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,223,Vaishnavi,Head Constable,Women's Cell Officer,Pending Trial,FIR,Heinous,0,,1,Janaki Gala,Kashvi Sanghvi,0,0,,Pending,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-06-24 03:00:00,2026-06-23 14:00:00,2026-06-23 20:00:00,12.937011,77.600538,Nisi accusantium ea saepe atque sit harum quia molestias accusantium veniam dolorem beatae fugit totam ipsam ratione eum est aperiam.
759,1.0001e+17,202600014,2026-01-29,Crimes Against Body,Murder,Jeevan Bima Nagar Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,54,Dakshesh,Head Constable,Station House Officer (SHO),Under Investigation,FIR,Heinous,2,George Kala; Elijah Bhatt,1,Jeremiah Sandhu,Gautam Nagy,0,0,,Pending,BNS,Attempt to Murder; Grievous Hurt,2026-01-27 05:00:00,2026-01-26 18:00:00,2026-01-26 20:00:00,12.910208,77.506229,Labore repellendus nesciunt nulla sed sint tempora excepturi saepe aperiam in nisi quam adipisci tempore mollitia ab in eligendi iste dolorem voluptatem vitae vitae.
760,1.0001e+17,202600013,2026-03-22,Economic Offences,Forgery,Kempapura Agrahara Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,156,Qasim,Deputy Superintendent of Police (DySP),Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,1,Arjun Bath,2,Abdul Narasimhan; Ira Chandran,Idika Kalita,1,0,,Pending,BNS,Mischief,2026-03-20 13:00:00,2026-03-20 07:00:00,2026-03-20 08:00:00,12.981423,77.734523,Voluptates consequuntur iusto aliquid aperiam enim optio soluta natus quo quod non deleniti itaque maxime.
761,1.0001e+17,202600011,2026-04-30,Economic Offences,Cheating,Ramamurthy Nagar Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,34,Januja,Police Constable,Beat Constable,Charge Sheeted,FIR,Non-Heinous,1,Jeet Yadav,0,,Baghyawati Agate,1,1,2026-05-15,Filed,BNS,Mischief,2026-04-29 02:00:00,2026-04-28 08:00:00,2026-04-28 14:00:00,12.876898,77.596332,Illum assumenda itaque exercitationem dignissimos praesentium nostrum non voluptas dignissimos suscipit officia ea voluptatem nihil accusamus animi neque voluptatem.
762,1.0001e+17,202600006,2026-05-15,Crimes Against Public Order,Public Nuisance,Electronic City Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,92,Girish,Head Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Nakul Ghose,0,,Neha Saraf,1,1,2026-07-01,Filed,BNS,Criminal Intimidation,2026-05-13 19:00:00,2026-05-13 08:00:00,2026-05-13 14:00:00,13.080315,77.579876,Impedit doloremque totam suscipit omnis reprehenderit reiciendis mollitia vero animi suscipit impedit enim maiores tempore officia quasi perspiciatis exercitationem ratione nihil consequuntur cupiditate.
763,1.0001e+17,202600019,2026-03-28,Crimes Against Women,Dowry Harassment,Kalasipalya Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,341,Tanish,Sub-Inspector (SI),Traffic Officer,Under Investigation,FIR,Non-Heinous,1,Yatin Pillai,3,Arin Kanda; Yug Koshy; Prisha Tailor,Chatura Ganesan,1,0,,Pending,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-03-26 10:00:00,2026-03-25 18:00:00,2026-03-25 23:00:00,12.996578,77.678413,Ullam nihil culpa maiores harum molestiae temporibus quisquam quaerat quidem unde quas quos ex earum natus quis ad error rem quaerat totam consequatur.
